time,bg,bg.norm,ba,ba.norm,pose.cov
1.70003053020947E+018,-0.00115 -0.00128  0.00349,0.00389, 0.09831 -0.20948  0.03213,0.23363,2.65556
1.7000305302756E+018,-0.00102 -0.00119  0.00355,0.00388, 0.09946 -0.21812  0.03145,0.24178,2.65441
1.70003053034172E+018,-0.00106 -0.00113  0.00353,0.00385, 0.10188 -0.22417  0.04110,0.24964,2.65657
1.70003053040783E+018,-0.00102 -0.00124  0.00350,0.00385, 0.10307 -0.21664  0.05184,0.24544,2.65917
1.70003053047393E+018,-0.00092 -0.00136  0.00346,0.00383, 0.10050 -0.21044  0.04284,0.23711,2.66098
1.70003053054002E+018,-0.00091 -0.00129  0.00338,0.00374, 0.09903 -0.21822  0.02754,0.24121,2.66307
1.70003053060638E+018,-0.00080 -0.00129  0.00326,0.0036, 0.10252 -0.21083  0.03413,0.2369,2.6668
1.700030530673E+018,-0.00076 -0.00129  0.00334,0.00366, 0.09894 -0.20723  0.03967,0.23304,2.66979
1.70003053073962E+018,-0.00075 -0.00134  0.00343,0.00376, 0.09623 -0.20790  0.05094,0.23469,2.67165
1.70003053080625E+018,-0.00085 -0.00131  0.00362,0.00394, 0.10302 -0.21150  0.04613,0.23974,2.67314
1.70003053087288E+018,-0.00078 -0.00127  0.00361,0.00391, 0.10118 -0.21514  0.03458,0.24025,2.67343
1.70003053093951E+018,-0.00079 -0.00128  0.00357,0.00387, 0.10547 -0.21055  0.04757,0.24024,2.67652
1.70003053100614E+018,-0.00082 -0.00113  0.00354,0.0038, 0.09114 -0.20181  0.02533,0.22288,2.67832
1.70003053107278E+018,-0.00091 -0.00106  0.00362,0.00389, 0.09065 -0.20364  0.03803,0.22612,2.67958
1.70003053113942E+018,-0.00082 -0.00099  0.00365,0.00387, 0.09197 -0.21203  0.02772,0.23277,2.68063
1.70003053120606E+018,-0.00071 -0.00105  0.00367,0.00388, 0.09140 -0.20295  0.04196,0.22651,2.68353
1.7000305312727E+018,-0.00069 -0.00111  0.00371,0.00393, 0.08972 -0.20567  0.04012,0.22794,2.68483
1.70003053133934E+018,-0.00069 -0.00112  0.00371,0.00394, 0.09064 -0.20651  0.03917,0.2289,2.68711
1.70003053140599E+018,-0.00063 -0.00093  0.00386,0.00402, 0.08663 -0.20084  0.02576,0.22024,2.68884
1.70003053147264E+018,-0.00065 -0.00084  0.00384,0.00398, 0.08757 -0.20599  0.04107,0.22757,2.68862
1.70003053153929E+018,-0.00060 -0.00090  0.00387,0.00402, 0.08911 -0.20275  0.05327,0.22778,2.69132
1.70003053160575E+018,-0.00047 -0.00100  0.00388,0.00404, 0.08773 -0.19757  0.05646,0.22342,2.69381
1.70003053167202E+018,-0.00042 -0.00096  0.00387,0.00401, 0.08626 -0.19779  0.05435,0.22252,2.69652
1.70003053173829E+018,-0.00039 -0.00087  0.00386,0.00397, 0.09008 -0.19653  0.03487,0.21898,2.69953
1.70003053180454E+018,-0.00048 -0.00086  0.00390,0.00402, 0.08998 -0.19809  0.03557,0.22046,2.70165
1.70003053187079E+018,-0.00045 -0.00102  0.00405,0.0042, 0.08204 -0.19531  0.05139,0.21799,2.70412
1.70003053193703E+018,-0.00045 -0.00103  0.00408,0.00423, 0.09062 -0.19806  0.05165,0.22384,2.70571
1.70003053200326E+018,-0.00045 -0.00103  0.00408,0.00423, 0.09062 -0.19806  0.05165,0.22384,2.70725
1.70003053206949E+018,-0.00045 -0.00103  0.00408,0.00423, 0.09062 -0.19806  0.05165,0.22384,2.70898
1.70003053213571E+018,-0.00056 -0.00092  0.00414,0.00428, 0.09268 -0.20054  0.04338,0.22513,2.71046
1.70003053220192E+018,-0.00047 -0.00091  0.00424,0.00436, 0.07811 -0.19856  0.04997,0.21915,2.71142
1.70003053226812E+018,-0.00049 -0.00090  0.00424,0.00436, 0.08724 -0.20564  0.04345,0.22757,2.71404
1.70003053233432E+018,-0.00039 -0.00097  0.00418,0.00431, 0.08760 -0.19720  0.03433,0.2185,2.71727
1.70003053240051E+018,-0.00033 -0.00106  0.00410,0.00425, 0.08520 -0.19058  0.03910,0.21239,2.71912
1.70003053246669E+018,-0.00033 -0.00108  0.00404,0.0042, 0.08492 -0.19236  0.04146,0.21432,2.72137
1.70003053253286E+018,-0.00037 -0.00107  0.00407,0.00422, 0.07878 -0.18655  0.02843,0.20448,2.72291
1.70003053259927E+018,-0.00032 -0.00104  0.00413,0.00427, 0.07618 -0.19346  0.04353,0.21242,2.72292
1.70003053266593E+018,-0.00037 -0.00076  0.00415,0.00424, 0.08884 -0.19591  0.06455,0.22459,2.72507
1.70003053273259E+018,-0.00045 -0.00092  0.00424,0.00437, 0.08219 -0.19211  0.05442,0.21593,2.72718
1.70003053279925E+018,-0.00047 -0.00081  0.00423,0.00433, 0.08266 -0.19772  0.03698,0.21747,2.72826
1.70003053286592E+018,-0.00035 -0.00096  0.00419,0.00432, 0.08211 -0.19341  0.03374,0.21281,2.73105
1.70003053293258E+018,-0.00028 -0.00103  0.00416,0.00429, 0.08072 -0.18675  0.03991,0.20733,2.73426
1.70003053299925E+018,-0.00028 -0.00104  0.00415,0.00429, 0.07804 -0.18827  0.03923,0.20754,2.73651
1.70003053306593E+018,-0.00026 -0.00104  0.00415,0.00429, 0.08137 -0.19118  0.04083,0.21175,2.73883
1.7000305331326E+018,-0.00026 -0.00103  0.00415,0.00429, 0.08330 -0.19076  0.04823,0.21366,2.74144
1.70003053319928E+018,-0.00026 -0.00102  0.00415,0.00429, 0.08467 -0.19047  0.05389,0.2153,2.74338
1.70003053326596E+018,-0.00026 -0.00103  0.00416,0.00429, 0.08351 -0.19149  0.05353,0.21566,2.7457
1.70003053333264E+018,-0.00026 -0.00103  0.00416,0.00429, 0.08351 -0.19149  0.05353,0.21566,2.74964
1.70003053339932E+018,-0.00026 -0.00103  0.00416,0.00429, 0.08351 -0.19149  0.05353,0.21566,2.75322
1.70003053346601E+018,-0.00026 -0.00103  0.00416,0.00429, 0.08351 -0.19149  0.05353,0.21566,2.75756
1.7000305335327E+018,-0.00026 -0.00103  0.00416,0.00429, 0.08351 -0.19149  0.05353,0.21566,2.76255
1.70003053359932E+018,-0.00028 -0.00104  0.00417,0.00431, 0.07914 -0.19024  0.03084,0.20835,2.76481
1.70003053366633E+018,-0.00033 -0.00111  0.00418,0.00434, 0.06934 -0.18182  0.02366,0.19603,2.76512
1.70003053373382E+018,-0.00033 -0.00111  0.00418,0.00434, 0.06934 -0.18182  0.02366,0.19603,2.76813
1.70003053380132E+018,-0.00033 -0.00111  0.00418,0.00434, 0.06944 -0.18143  0.02459,0.19581,2.77161
1.70003053386884E+018,-0.00033 -0.00111  0.00418,0.00434, 0.06944 -0.18143  0.02459,0.19581,2.77622
1.70003053393637E+018,-0.00033 -0.00111  0.00418,0.00434, 0.06944 -0.18143  0.02459,0.19581,2.78028
1.70003053400392E+018,-0.00033 -0.00111  0.00418,0.00434, 0.06944 -0.18143  0.02459,0.19581,2.78461
1.70003053407148E+018,-0.00037 -0.00112  0.00418,0.00434, 0.07132 -0.17168  0.02960,0.18825,2.78948
1.70003053413905E+018,-0.00037 -0.00112  0.00418,0.00434, 0.07132 -0.17168  0.02960,0.18825,2.79018
1.70003053420663E+018,-0.00030 -0.00108  0.00419,0.00434, 0.07014 -0.18950  0.03213,0.2046,2.79196
1.70003053427423E+018,-0.00030 -0.00108  0.00419,0.00434, 0.07014 -0.18950  0.03213,0.2046,2.8004
1.70003053434184E+018,-0.00032 -0.00103  0.00419,0.00432, 0.08894 -0.18690  0.02166,0.20811,2.80381
1.70003053440947E+018,-0.00034 -0.00105  0.00418,0.00433, 0.08557 -0.17998  0.02960,0.20147,2.79979
1.70003053447711E+018,-0.00039 -0.00108  0.00430,0.00445, 0.08239 -0.18691  0.03836,0.20783,2.80196
1.70003053454476E+018,-0.00045 -0.00108  0.00414,0.00431, 0.07716 -0.18595  0.02672,0.20308,2.80707
1.70003053461243E+018,-0.00056 -0.00097  0.00420,0.00434, 0.08414 -0.18331  0.02704,0.2035,2.81098
1.70003053467943E+018,-0.00074 -0.00093  0.00438,0.00454, 0.08811 -0.18470  0.03133,0.20702,2.81234
1.70003053474576E+018,-0.00082 -0.00084  0.00439,0.00454, 0.08847 -0.18851  0.03040,0.21044,2.81452
1.70003053481208E+018,-0.00077 -0.00082  0.00445,0.00459, 0.08452 -0.18478  0.03288,0.20584,2.81634
1.7000305348784E+018,-0.00080 -0.00083  0.00448,0.00462, 0.08358 -0.18378  0.03200,0.20441,2.81795
1.70003053494471E+018,-0.00069 -0.00072  0.00455,0.00466, 0.08404 -0.19093  0.05202,0.215,2.81951
1.70003053501101E+018,-0.00077 -0.00063  0.00450,0.00461, 0.08441 -0.19319  0.04409,0.21539,2.82392
1.70003053507731E+018,-0.00085 -0.00060  0.00440,0.00452, 0.07994 -0.19688  0.02487,0.21394,2.82693
1.7000305351436E+018,-0.00070 -0.00075  0.00438,0.0045, 0.07511 -0.18986  0.02905,0.20624,2.83082
1.70003053520989E+018,-0.00071 -0.00075  0.00439,0.00451, 0.07619 -0.18673  0.04000,0.20561,2.83432
1.70003053527617E+018,-0.00090 -0.00091  0.00435,0.00454, 0.07615 -0.19413  0.04816,0.21402,2.83697
1.70003053534244E+018,-0.00077 -0.00093  0.00434,0.00451, 0.08939 -0.18994  0.01810,0.2107,2.84104
1.7000305354087E+018,-0.00087 -0.00110  0.00432,0.00454, 0.08498 -0.19040  0.02170,0.20963,2.84218
1.70003053547496E+018,-0.00081 -0.00110  0.00433,0.00454, 0.08759 -0.19128  0.02808,0.21224,2.84489
1.70003053554122E+018,-0.00084 -0.00105  0.00434,0.00454, 0.08612 -0.19412  0.03771,0.21569,2.84754
1.70003053560746E+018,-0.00080 -0.00112  0.00436,0.00458, 0.08538 -0.19845  0.02759,0.21779,2.85097
1.70003053567395E+018,-0.00086 -0.00109  0.00436,0.00458, 0.08577 -0.19496  0.02449,0.2144,2.85403
1.70003053574068E+018,-0.00080 -0.00120  0.00429,0.00453, 0.08502 -0.18893  0.03671,0.21041,2.85684
1.70003053580741E+018,-0.00075 -0.00116  0.00430,0.00452, 0.09297 -0.19276  0.04214,0.21812,2.86058
1.70003053587415E+018,-0.00080 -0.00111  0.00438,0.00458, 0.09235 -0.18985  0.01936,0.212,2.86334
1.70003053594089E+018,-0.00077 -0.00112  0.00436,0.00457, 0.08966 -0.18498  0.01590,0.20618,2.86453
1.70003053600763E+018,-0.00076 -0.00113  0.00436,0.00457, 0.08986 -0.18499  0.01645,0.20632,2.86645
1.70003053607438E+018,-0.00070 -0.00130  0.00437,0.00461, 0.09263 -0.18786  0.03619,0.21256,2.8684
1.70003053614113E+018,-0.00070 -0.00134  0.00428,0.00454, 0.08699 -0.19051  0.03224,0.2119,2.87209
1.70003053620789E+018,-0.00074 -0.00131  0.00431,0.00456, 0.08987 -0.19146  0.01393,0.21196,2.87725
1.70003053627465E+018,-0.00073 -0.00139  0.00431,0.00458, 0.09340 -0.18732  0.02091,0.21036,2.88017
1.70003053634141E+018,-0.00069 -0.00147  0.00425,0.00455, 0.09152 -0.18558  0.03357,0.20962,2.88331
1.70003053640818E+018,-0.00063 -0.00142  0.00428,0.00456, 0.09346 -0.18075  0.02606,0.20514,2.88664
1.70003053647495E+018,-0.00045 -0.00136  0.00437,0.00459, 0.09343 -0.18152  0.02395,0.20555,2.88804
1.70003053654173E+018,-0.00044 -0.00135  0.00436,0.00459, 0.09459 -0.18423  0.03297,0.2097,2.89037
1.70003053660851E+018,-0.00051 -0.00140  0.00433,0.00458, 0.09584 -0.18495  0.04801,0.21377,2.89321
1.7000305366751E+018,-0.00073 -0.00154  0.00420,0.00453, 0.09601 -0.18222  0.03736,0.20933,2.89621
1.7000305367415E+018,-0.00076 -0.00152  0.00413,0.00447, 0.10078 -0.18816  0.02385,0.21477,2.8988
1.70003053680789E+018,-0.00091 -0.00148  0.00409,0.00444, 0.09591 -0.19530  0.02531,0.21905,2.90219
1.70003053687428E+018,-0.00081 -0.00138  0.00415,0.00445, 0.09174 -0.18504  0.02659,0.20824,2.9072
1.70003053694067E+018,-0.00080 -0.00134  0.00416,0.00444, 0.09044 -0.18472  0.02189,0.20683,2.90944
1.70003053700705E+018,-0.00084 -0.00133  0.00413,0.00442, 0.08784 -0.18678  0.02847,0.20835,2.91135
1.70003053707342E+018,-0.00085 -0.00122  0.00419,0.00444, 0.08960 -0.19061  0.03829,0.21407,2.91401
1.70003053713979E+018,-0.00086 -0.00120  0.00420,0.00445, 0.08903 -0.19380  0.04153,0.21728,2.91639
1.70003053720616E+018,-0.00086 -0.00121  0.00419,0.00444, 0.09220 -0.18643  0.03454,0.21083,2.91912
1.70003053727251E+018,-0.00091 -0.00118  0.00425,0.00451, 0.08904 -0.19095  0.03966,0.21439,2.92102
1.70003053733887E+018,-0.00089 -0.00120  0.00427,0.00452, 0.09051 -0.19238  0.03717,0.21583,2.92292
1.70003053740522E+018,-0.00093 -0.00124  0.00426,0.00453, 0.08888 -0.18694  0.01999,0.20795,2.92642
1.70003053747156E+018,-0.00093 -0.00124  0.00426,0.00453, 0.08888 -0.18694  0.01999,0.20795,2.92935
1.7000305375379E+018,-0.00094 -0.00122  0.00425,0.00452, 0.09574 -0.17603  0.00619,0.20048,2.93248
1.70003053760423E+018,-0.00096 -0.00124  0.00426,0.00454, 0.08767 -0.17857  0.01392,0.19942,2.93178
1.70003053767081E+018,-0.00096 -0.00124  0.00426,0.00454, 0.08767 -0.17857  0.01392,0.19942,2.93414
1.70003053773764E+018,-0.00096 -0.00124  0.00426,0.00454, 0.08767 -0.17857  0.01392,0.19942,2.93572
1.70003053780447E+018,-0.00094 -0.00123  0.00427,0.00454, 0.08888 -0.18257  0.02016,0.20405,2.93804
1.70003053787131E+018,-0.00090 -0.00119  0.00427,0.00453, 0.09809 -0.18679  0.01248,0.21135,2.94101
1.70003053793815E+018,-0.00091 -0.00118  0.00427,0.00452, 0.09963 -0.18150  0.02286,0.2083,2.94433
1.700030538005E+018,-0.00090 -0.00116  0.00427,0.00452, 0.10059 -0.18191  0.03625,0.21101,2.94665
1.70003053807186E+018,-0.00088 -0.00114  0.00427,0.0045, 0.10445 -0.18033  0.04555,0.21331,2.95013
1.70003053813872E+018,-0.00089 -0.00118  0.00428,0.00453, 0.09726 -0.17829  0.04752,0.20858,2.95024
1.70003053820559E+018,-0.00092 -0.00118  0.00428,0.00453, 0.09635 -0.17309  0.04825,0.20389,2.95128
1.70003053827246E+018,-0.00090 -0.00120  0.00428,0.00454, 0.09175 -0.18042  0.05113,0.20876,2.95175
1.70003053833934E+018,-0.00090 -0.00120  0.00428,0.00454, 0.09175 -0.18042  0.05113,0.20876,2.95604
1.70003053840623E+018,-0.00091 -0.00120  0.00428,0.00454, 0.09095 -0.17913  0.05327,0.20784,2.95946
1.70003053847312E+018,-0.00091 -0.00120  0.00428,0.00454, 0.09095 -0.17913  0.05327,0.20784,2.96189
1.70003053854002E+018,-0.00091 -0.00120  0.00428,0.00454, 0.09095 -0.17913  0.05327,0.20784,2.96509
1.70003053860692E+018,-0.00091 -0.00120  0.00428,0.00454, 0.09095 -0.17913  0.05327,0.20784,2.96892
1.70003053867382E+018,-0.00087 -0.00120  0.00428,0.00453, 0.09200 -0.18506  0.04684,0.21191,2.97078
1.70003053874073E+018,-0.00087 -0.00120  0.00428,0.00453, 0.09200 -0.18506  0.04684,0.21191,2.97672
1.70003053880764E+018,-0.00087 -0.00120  0.00428,0.00453, 0.09200 -0.18506  0.04684,0.21191,2.97976
1.70003053887455E+018,-0.00087 -0.00120  0.00428,0.00453, 0.09200 -0.18506  0.04684,0.21191,2.98266
1.70003053894148E+018,-0.00087 -0.00120  0.00428,0.00453, 0.09170 -0.18366  0.04981,0.21123,2.98657
1.70003053900841E+018,-0.00087 -0.00126  0.00430,0.00456, 0.08333 -0.19165  0.03720,0.21227,2.98802
1.70003053907535E+018,-0.00090 -0.00123  0.00429,0.00455, 0.08743 -0.18479  0.02856,0.20642,2.99248
1.7000305391423E+018,-0.00080 -0.00117  0.00423,0.00446, 0.09027 -0.17175  0.04004,0.19812,2.98876
1.70003053920925E+018,-0.00073 -0.00124  0.00424,0.00447, 0.08544 -0.17407  0.04001,0.19799,2.9878
1.70003053927621E+018,-0.00072 -0.00124  0.00425,0.00448, 0.08754 -0.17674  0.03503,0.20032,2.99058
1.70003053934318E+018,-0.00071 -0.00127  0.00426,0.0045, 0.08534 -0.18272  0.02417,0.20311,2.99349
1.70003053941015E+018,-0.00086 -0.00133  0.00432,0.0046, 0.08759 -0.18231  0.05294,0.20907,2.99629
1.70003053947714E+018,-0.00089 -0.00133  0.00425,0.00455, 0.09004 -0.18200  0.04136,0.20723,3.00005
1.70003053954413E+018,-0.00087 -0.00133  0.00430,0.00458, 0.08951 -0.18378  0.02534,0.20599,3.00397
1.70003053961112E+018,-0.00078 -0.00117  0.00430,0.00452, 0.09096 -0.18017  0.01771,0.2026,3.00655
1.7000305396779E+018,-0.00068 -0.00110  0.00440,0.00458, 0.09090 -0.17759  0.03234,0.20211,3.00933
1.70003053974445E+018,-0.00067 -0.00122  0.00438,0.0046, 0.08428 -0.17783  0.04566,0.20202,3.0123
1.70003053981101E+018,-0.00083 -0.00081  0.00444,0.00458, 0.07661 -0.18592  0.03802,0.20465,3.01543
1.70003053987755E+018,-0.00091 -0.00083  0.00437,0.00454, 0.07593 -0.17115  0.01967,0.18827,3.01852
1.7000305399441E+018,-0.00090 -0.00069  0.00442,0.00457, 0.07722 -0.18229  0.03519,0.20107,3.0183
1.70003054001064E+018,-0.00090 -0.00069  0.00442,0.00457, 0.07722 -0.18229  0.03519,0.20107,3.02146
1.70003054007718E+018,-0.00083 -0.00084  0.00440,0.00456, 0.06717 -0.18201  0.03139,0.19653,3.02524
1.70003054014372E+018,-0.00083 -0.00084  0.00440,0.00456, 0.06717 -0.18201  0.03139,0.19653,3.03
1.70003054021026E+018,-0.00086 -0.00087  0.00439,0.00456, 0.07128 -0.17794  0.01575,0.19233,3.03363
1.70003054027679E+018,-0.00086 -0.00087  0.00439,0.00456, 0.07128 -0.17794  0.01575,0.19233,3.03582
1.70003054034332E+018,-0.00086 -0.00087  0.00439,0.00456, 0.07128 -0.17794  0.01575,0.19233,3.03988
1.70003054040985E+018,-0.00085 -0.00087  0.00439,0.00456, 0.07009 -0.17934  0.01886,0.19347,3.04294
1.70003054047638E+018,-0.00085 -0.00087  0.00439,0.00456, 0.07009 -0.17934  0.01886,0.19347,3.0472
1.7000305405429E+018,-0.00081 -0.00086  0.00437,0.00453, 0.06725 -0.18214  0.03509,0.19731,3.05077
1.70003054060942E+018,-0.00081 -0.00086  0.00437,0.00453, 0.06725 -0.18214  0.03509,0.19731,3.05944
1.70003054067596E+018,-0.00081 -0.00086  0.00437,0.00453, 0.06725 -0.18214  0.03509,0.19731,3.0665
1.70003054074251E+018,-0.00081 -0.00086  0.00437,0.00453, 0.06725 -0.18214  0.03509,0.19731,3.07321
1.70003054080906E+018,-0.00086 -0.00089  0.00436,0.00453, 0.06469 -0.17469  0.03138,0.18891,3.07771
1.7000305408756E+018,-0.00086 -0.00089  0.00436,0.00453, 0.06469 -0.17469  0.03138,0.18891,3.08237
1.70003054094215E+018,-0.00083 -0.00081  0.00434,0.00449, 0.07620 -0.18159  0.03915,0.20078,3.08318
1.70003054100869E+018,-0.00083 -0.00081  0.00434,0.00449, 0.07620 -0.18159  0.03915,0.20078,3.08574
1.70003054107523E+018,-0.00083 -0.00081  0.00434,0.00449, 0.07620 -0.18159  0.03915,0.20078,3.0904
1.70003054114176E+018,-0.00081 -0.00075  0.00434,0.00448, 0.07997 -0.18538  0.05965,0.21052,3.09645
1.70003054120829E+018,-0.00081 -0.00075  0.00434,0.00448, 0.07997 -0.18538  0.05965,0.21052,3.10249
1.70003054127483E+018,-0.00081 -0.00075  0.00434,0.00448, 0.07997 -0.18538  0.05965,0.21052,3.10815
1.70003054134135E+018,-0.00081 -0.00075  0.00434,0.00448, 0.07997 -0.18538  0.05965,0.21052,3.11426
1.70003054140788E+018,-0.00081 -0.00075  0.00434,0.00448, 0.07997 -0.18538  0.05965,0.21052,3.12104
1.7000305414744E+018,-0.00088 -0.00077  0.00424,0.0044, 0.07031 -0.16606  0.04885,0.18683,3.1203
1.70003054154092E+018,-0.00088 -0.00077  0.00424,0.0044, 0.07031 -0.16606  0.04885,0.18683,3.12513
1.70003054160744E+018,-0.00088 -0.00077  0.00424,0.0044, 0.07031 -0.16606  0.04885,0.18683,3.12939
1.70003054167402E+018,-0.00086 -0.00076  0.00425,0.0044, 0.06691 -0.17002  0.04031,0.18711,3.13452
1.70003054174066E+018,-0.00090 -0.00075  0.00424,0.0044, 0.07467 -0.16747  0.03776,0.18721,3.14146
1.70003054180789E+018,-0.00087 -0.00080  0.00426,0.00442, 0.06433 -0.16803  0.02966,0.18235,3.14355
1.70003054187512E+018,-0.00090 -0.00081  0.00426,0.00442, 0.06475 -0.16848  0.02586,0.18234,3.15087
1.70003054194236E+018,-0.00090 -0.00081  0.00426,0.00442, 0.06475 -0.16848  0.02586,0.18234,3.15789
1.70003054200961E+018,-0.00086 -0.00073  0.00423,0.00438, 0.07111 -0.17350  0.04126,0.19199,3.16166
1.70003054207686E+018,-0.00086 -0.00073  0.00423,0.00438, 0.07111 -0.17350  0.04126,0.19199,3.16441
1.70003054214412E+018,-0.00085 -0.00076  0.00423,0.00438, 0.07125 -0.17204  0.02655,0.18809,3.1685
1.70003054221139E+018,-0.00083 -0.00073  0.00423,0.00437, 0.07046 -0.17606  0.03754,0.19332,3.17214
1.70003054227866E+018,-0.00085 -0.00066  0.00421,0.00435, 0.07950 -0.17934  0.05114,0.20273,3.17808
1.70003054234594E+018,-0.00085 -0.00066  0.00421,0.00435, 0.07950 -0.17934  0.05114,0.20273,3.18191
1.70003054241322E+018,-0.00085 -0.00066  0.00421,0.00435, 0.07950 -0.17934  0.05114,0.20273,3.18622
1.70003054248051E+018,-0.00091 -0.00077  0.00423,0.00439, 0.07243 -0.16942  0.03683,0.18789,3.19021
1.7000305425478E+018,-0.00089 -0.00077  0.00422,0.00438, 0.07191 -0.16991  0.03400,0.18761,3.19513
1.70003054261511E+018,-0.00085 -0.00077  0.00424,0.00439, 0.07380 -0.17161  0.04104,0.19126,3.19896
1.70003054268241E+018,-0.00085 -0.00077  0.00424,0.00439, 0.07380 -0.17161  0.04104,0.19126,3.20249
1.70003054274972E+018,-0.00085 -0.00077  0.00424,0.00439, 0.07380 -0.17161  0.04104,0.19126,3.20626
1.70003054281641E+018,-0.00085 -0.00077  0.00424,0.00439, 0.07372 -0.17194  0.03977,0.19126,3.21113
1.70003054288355E+018,-0.00085 -0.00080  0.00422,0.00438, 0.07084 -0.16519  0.04247,0.18469,3.21551
1.70003054295117E+018,-0.00072 -0.00082  0.00416,0.0043, 0.06526 -0.16958  0.02587,0.18354,3.21974
1.7000305430188E+018,-0.00074 -0.00082  0.00416,0.0043, 0.06639 -0.16457  0.02989,0.17996,3.22754
1.70003054308644E+018,-0.00070 -0.00082  0.00413,0.00427, 0.06815 -0.16327  0.03128,0.17967,3.23244
1.7000305431541E+018,-0.00068 -0.00083  0.00409,0.00423, 0.06842 -0.16371  0.03586,0.18102,3.23711
1.70003054322178E+018,-0.00075 -0.00084  0.00410,0.00425, 0.07171 -0.16072  0.03071,0.17865,3.24209
1.70003054328947E+018,-0.00071 -0.00087  0.00411,0.00426, 0.06957 -0.16118  0.03255,0.17854,3.24501
1.70003054335718E+018,-0.00057 -0.00096  0.00407,0.00422, 0.06966 -0.15938  0.03484,0.1774,3.25079
1.70003054342491E+018,-0.00065 -0.00095  0.00424,0.00439, 0.07047 -0.15484  0.03251,0.1732,3.25826
1.70003054349265E+018,-0.00076 -0.00074  0.00447,0.00459, 0.06716 -0.15573  0.03701,0.17358,3.26163
1.70003054356041E+018,-0.00076 -0.00064  0.00460,0.00471, 0.06537 -0.15832  0.03206,0.17426,3.26486
1.70003054362818E+018,-0.00085 -0.00054  0.00473,0.00484, 0.06446 -0.15891  0.02502,0.1733,3.27033
1.70003054369597E+018,-0.00076 -0.00075  0.00478,0.0049, 0.06756 -0.15676  0.03922,0.17515,3.27421
1.70003054376377E+018,-0.00098 -0.00083  0.00465,0.00483, 0.06246 -0.16193  0.03049,0.17622,3.27853
1.7000305438316E+018,-0.00087 -0.00083  0.00465,0.0048, 0.06286 -0.15304  0.03460,0.16903,3.28611
1.70003054389891E+018,-0.00087 -0.00085  0.00465,0.0048, 0.06089 -0.15333  0.01944,0.16612,3.29181
1.70003054396571E+018,-0.00088 -0.00076  0.00457,0.00472, 0.05533 -0.15022  0.01551,0.16083,3.29835
1.70003054403289E+018,-0.00088 -0.00076  0.00457,0.00472, 0.05533 -0.15022  0.01551,0.16083,3.3052
1.70003054410007E+018,-0.00088 -0.00076  0.00457,0.00472, 0.05533 -0.15022  0.01551,0.16083,3.31105
1.70003054416726E+018,-0.00088 -0.00076  0.00457,0.00472, 0.05533 -0.15022  0.01551,0.16083,3.31774
1.70003054423445E+018,-0.00088 -0.00076  0.00457,0.00472, 0.05533 -0.15022  0.01551,0.16083,3.32476
1.70003054430164E+018,-0.00088 -0.00075  0.00457,0.00472, 0.05585 -0.15172  0.01969,0.16287,3.32987
1.70003054436884E+018,-0.00088 -0.00075  0.00457,0.00472, 0.05585 -0.15172  0.01969,0.16287,3.33508
1.70003054443605E+018,-0.00088 -0.00075  0.00457,0.00472, 0.05585 -0.15172  0.01969,0.16287,3.34085
1.70003054450326E+018,-0.00088 -0.00075  0.00457,0.00472, 0.05585 -0.15172  0.01969,0.16287,3.3474
1.70003054457047E+018,-0.00088 -0.00075  0.00457,0.00472, 0.05585 -0.15172  0.01969,0.16287,3.35369
1.70003054463769E+018,-0.00088 -0.00075  0.00457,0.00472, 0.05585 -0.15172  0.01969,0.16287,3.36005
1.70003054470492E+018,-0.00088 -0.00075  0.00457,0.00472, 0.05585 -0.15172  0.01969,0.16287,3.36734
1.70003054477215E+018,-0.00081 -0.00071  0.00458,0.00471, 0.05007 -0.16180  0.01590,0.17011,3.37218
1.70003054483939E+018,-0.00081 -0.00071  0.00458,0.00471, 0.05007 -0.16180  0.01590,0.17011,3.38465
1.70003054490663E+018,-0.00090 -0.00066  0.00456,0.0047, 0.06187 -0.15914  0.02682,0.17283,3.39066
1.70003054497387E+018,-0.00090 -0.00066  0.00456,0.0047, 0.06187 -0.15914  0.02682,0.17283,3.38605
1.70003054504021E+018,-0.00090 -0.00066  0.00456,0.0047, 0.06187 -0.15914  0.02682,0.17283,3.39158
1.70003054510655E+018,-0.00087 -0.00065  0.00457,0.0047, 0.06100 -0.16258  0.01977,0.17477,3.3969
1.70003054517288E+018,-0.00099 -0.00069  0.00455,0.00471, 0.06764 -0.14872  0.01732,0.16429,3.40173
1.70003054523921E+018,-0.00099 -0.00069  0.00455,0.00471, 0.06764 -0.14872  0.01732,0.16429,3.40208
1.70003054530553E+018,-0.00099 -0.00069  0.00455,0.00471, 0.06764 -0.14872  0.01732,0.16429,3.4072
1.70003054537184E+018,-0.00093 -0.00070  0.00456,0.00471, 0.06066 -0.15435  0.01684,0.1667,3.41157
1.70003054543815E+018,-0.00086 -0.00070  0.00455,0.00468, 0.05521 -0.15882  0.03943,0.1727,3.41869
1.70003054550445E+018,-0.00089 -0.00071  0.00454,0.00468, 0.05638 -0.15541  0.03903,0.16987,3.42645
1.70003054557075E+018,-0.00089 -0.00075  0.00452,0.00467, 0.05407 -0.15003  0.02656,0.16167,3.43161
1.70003054563704E+018,-0.00089 -0.00082  0.00452,0.00468, 0.04508 -0.14547  0.01152,0.15273,3.43967
