1697435823891111936,-0.00096 -0.00162  0.00718,0.00742,-0.00240 -0.00127  0.01426,0.01452,0.00656,
1697435823958389760, 0.00368 -0.01210  0.00417,0.01332,-0.00215 -0.00077  0.01374,0.01393,0.00626,
1697435824025677568, 0.00374 -0.01161  0.00424,0.01291,-0.00208 -0.00068  0.01494,0.01510,0.00631,
1697435824092975872, 0.00345 -0.01277  0.00397,0.01381,-0.00247 -0.00058  0.01327,0.01351,0.00640,
1697435824160284416, 0.00298 -0.01212  0.00390,0.01308,-0.00259 -0.00029  0.01259,0.01286,0.00646,
1697435824227602944, 0.00299 -0.01229  0.00391,0.01324,-0.00275 -0.00039  0.01178,0.01210,0.00656,
1697435824294932224, 0.00299 -0.01229  0.00391,0.01324,-0.00275 -0.00039  0.01178,0.01210,0.00679,
1697435824362229248, 0.00249 -0.00974  0.00389,0.01078,-0.00131 -0.00012  0.01787,0.01791,0.00659,
1697435824428695296, 0.00266 -0.00943  0.00508,0.01104,-0.00153 -0.00039  0.01385,0.01394,0.00645,
1697435824495156992, 0.00205 -0.00921  0.00479,0.01058,-0.00204  0.00032  0.01342,0.01358,0.00639,
1697435824561614080, 0.00229 -0.00809  0.00476,0.00966,-0.00175  0.00027  0.01151,0.01165,0.00641,
1697435824628066816, 0.00229 -0.00809  0.00476,0.00966,-0.00175  0.00027  0.01151,0.01165,0.00650,
1697435824694515200, 0.00686 -0.00431  0.00336,0.00877,-0.00095  0.00031  0.01698,0.01701,0.00639,
1697435824760959232,-0.00216  0.00396  0.00707,0.00838,-0.00429  0.00034  0.01695,0.01748,0.00633,
1697435824827398656,-0.00143  0.00418  0.00891,0.00995,-0.00465 -0.00020  0.01337,0.01416,0.00634,
1697435824893833728,-0.00287  0.00319  0.00984,0.01074,-0.00390 -0.00104  0.01358,0.01417,0.00632,
1697435824960264448,-0.00236  0.00367  0.01009,0.01099,-0.00380 -0.00098  0.01504,0.01554,0.00634,
1697435825026690560,-0.00358  0.00434  0.00953,0.01107,-0.00407 -0.00150  0.01280,0.01351,0.00637,
1697435825093112320,-0.00259  0.00322  0.01003,0.01085,-0.00432 -0.00035  0.01452,0.01515,0.00640,
1697435825159529472,-0.00363  0.00436  0.00951,0.01107,-0.00442 -0.00154  0.01458,0.01531,0.00643,
1697435825225942528,-0.00402  0.00464  0.00938,0.01121,-0.00456 -0.00132  0.01380,0.01459,0.00646,
1697435825292350976,-0.00423  0.00496  0.00960,0.01161,-0.00516 -0.00052  0.01198,0.01305,0.00651,
1697435825358760704,-0.00380  0.00500  0.00978,0.01162,-0.00476 -0.00071  0.01287,0.01374,0.00657,
1697435825425229056,-0.00341  0.00554  0.00983,0.01179,-0.00332 -0.00218  0.01826,0.01869,0.00660,
1697435825491693312,-0.00286  0.00488  0.00982,0.01133,-0.00469 -0.00053  0.01098,0.01195,0.00661,
1697435825558153216,-0.00251  0.00488  0.00963,0.01109,-0.00565 -0.00117  0.01290,0.01413,0.00665,
1697435825624608512,-0.00211  0.00472  0.00963,0.01093,-0.00539 -0.00052  0.01280,0.01390,0.00671,
1697435825691059456,-0.00194  0.00464  0.00987,0.01108,-0.00570  0.00028  0.01268,0.01391,0.00676,
1697435825757505792,-0.00177  0.00482  0.00988,0.01114,-0.00480  0.00134  0.01796,0.01864,0.00681,
1697435825823948032,-0.00106  0.00515  0.00943,0.01080,-0.00515  0.00160  0.01815,0.01893,0.00686,
1697435825890385664,-0.00106  0.00515  0.00943,0.01080,-0.00515  0.00160  0.01815,0.01893,0.00697,
1697435825956818944,-0.00128  0.00480  0.00929,0.01054,-0.00682 -0.00005  0.01259,0.01432,0.00697,
1697435826023247872,-0.00137  0.00608  0.00931,0.01120,-0.00703 -0.00154  0.01775,0.01916,0.00706,
1697435826089672448,-0.00117  0.00616  0.00919,0.01113,-0.00700 -0.00149  0.01784,0.01923,0.00711,
1697435826156092928,-0.00058  0.00582  0.00925,0.01094,-0.00810  0.00040  0.01101,0.01368,0.00715,
1697435826222508544,0.00031 0.00634 0.00872,0.01078,-0.00836  0.00077  0.01169,0.01439,0.00722,
1697435826288919808,0.00043 0.00638 0.00867,0.01077,-0.00864  0.00085  0.01151,0.01442,0.00728,
1697435826355332608,0.00070 0.00613 0.00859,0.01058,-0.00895  0.00176  0.01527,0.01778,0.00734,
