# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1700030435.701667070388794,0.00713,0.00028,0.00210,0.00094,0.00020,0.00193,0.01258
1700030435.768880128860474,0.00861,0.00025,0.00052,0.00075,0.00075,0.00175,0.01262
1700030435.836098670959473,0.00482,0.00025,0.00017,0.00085,0.00057,0.00177,0.00844
1700030435.903324604034424,0.00710,0.00029,0.00024,0.00066,0.00087,0.00183,0.01099
1700030435.970557212829590,0.00697,0.00033,0.00110,0.00111,0.00186,0.00244,0.01382
1700030436.037795782089233,0.00962,0.00045,0.00124,0.00030,0.00036,0.00129,0.01324
1700030436.105041027069092,0.00700,0.00027,0.00218,0.00053,0.00220,0.00200,0.01418
1700030436.172292709350586,0.00840,0.00038,0.00029,0.00041,0.00015,0.00159,0.01123
1700030436.239550828933716,0.00543,0.00035,0.00102,0.00059,0.00519,0.00261,0.01519
1700030436.306814193725586,0.00924,0.00046,0.00431,0.00030,0.00076,0.00098,0.01605
1700030436.374084949493408,0.00924,0.00024,0.00015,0.00058,0.00044,0.00164,0.01230
1700030436.441362380981445,0.00477,0.00028,0.00023,0.00060,0.00090,0.00198,0.00876
1700030436.508172512054443,0.00827,0.00041,0.00104,0.00065,0.00022,0.00155,0.01214
1700030436.574512958526611,0.00692,0.00033,0.00199,0.00074,0.00214,0.00145,0.01358
1700030436.640848636627197,0.00622,0.00030,0.00005,0.00067,0.00008,0.00235,0.00968
1700030436.707179784774780,0.00357,0.00014,0.00058,0.00023,0.00029,0.00106,0.00587
1700030436.773505210876465,0.00706,0.00022,0.00004,0.00041,0.00062,0.00175,0.01010
1700030436.839826822280884,0.00819,0.00023,0.00099,0.00015,0.00109,0.00180,0.01245
1700030436.906144142150879,0.00728,0.00027,0.00070,0.00015,0.00089,0.00216,0.01145
1700030436.972456455230713,0.00541,0.00023,0.00231,0.00018,0.00017,0.00179,0.01009
1700030437.038764476776123,0.00810,0.00025,0.00003,0.00017,0.00132,0.00195,0.01181
1700030437.105067729949951,0.00780,0.00028,0.00038,0.00013,0.00142,0.00224,0.01226
1700030437.171365261077881,0.00561,0.00031,0.00168,0.00014,0.00006,0.00230,0.01009
1700030437.237659215927124,0.00725,0.00039,0.00087,0.00014,0.00484,0.00157,0.01507
1700030437.303948163986206,0.00622,0.00037,0.00109,0.00057,0.00094,0.00171,0.01089
1700030437.370232820510864,0.00697,0.00042,0.00046,0.00064,0.00080,0.00176,0.01106
1700030437.436512947082520,0.00445,0.00017,0.00068,0.00025,0.00004,0.00131,0.00690
1700030437.502828836441040,0.00517,0.00024,0.00229,0.00032,0.00268,0.00144,0.01214
1700030437.569176912307739,0.00688,0.00027,0.00157,0.00052,0.00211,0.00148,0.01283
1700030437.635519266128540,0.00769,0.00034,0.00088,0.00071,0.00146,0.00250,0.01357
1700030437.701858043670654,0.00875,0.00093,0.00202,0.00040,0.00319,0.00135,0.01664
1700030437.768192291259766,0.01035,0.00022,0.00042,0.00070,0.00091,0.00146,0.01406
1700030437.834522008895874,0.00879,0.00035,0.00063,0.00124,0.00041,0.00214,0.01355
1700030437.900846958160400,0.00662,0.00028,0.00013,0.00096,0.00052,0.00211,0.01062
1700030437.967167377471924,0.00709,0.00043,0.00023,0.00128,0.00170,0.00209,0.01282
1700030438.033483505249023,0.00772,0.00031,0.00108,0.00118,0.00159,0.00222,0.01410
1700030438.099793434143066,0.00500,0.00025,0.00093,0.00104,0.00000,0.00180,0.00902
1700030438.166100025177002,0.01112,0.00027,0.00264,0.00075,0.00057,0.00129,0.01664
1700030438.232402324676514,0.00385,0.00016,0.00070,0.00059,0.00003,0.00100,0.00635
1700030438.298699617385864,0.00649,0.00032,0.00028,0.00116,0.00069,0.00220,0.01115
1700030438.364992380142212,0.00560,0.00025,0.00032,0.00091,0.00030,0.00209,0.00948
1700030438.431280851364136,0.00819,0.00054,0.00307,0.00059,0.00071,0.00133,0.01443
1700030438.497602224349976,0.00475,0.00031,0.00012,0.00114,0.00152,0.00198,0.00982
1700030438.563955307006836,0.00884,0.00031,0.00040,0.00104,0.00520,0.00149,0.01729
1700030438.630303621292114,0.00526,0.00031,0.00052,0.00172,0.00009,0.00183,0.00974
1700030438.696647644042969,0.00856,0.00034,0.00303,0.00055,0.00029,0.00120,0.01398
1700030438.762987136840820,0.00583,0.00023,0.00089,0.00075,0.00000,0.00167,0.00937
1700030438.829321861267090,0.00872,0.00044,0.00016,0.00135,0.00043,0.00155,0.01265
1700030438.895651817321777,0.00663,0.00032,0.00089,0.00089,0.00075,0.00163,0.01111
1700030438.961976289749146,0.00443,0.00033,0.00042,0.00091,0.00068,0.00227,0.00903
1700030439.028297424316406,0.00803,0.00034,0.00217,0.00127,0.00011,0.00154,0.01347
1700030439.094613790512085,0.00597,0.00028,0.00015,0.00084,0.00064,0.00234,0.01022
1700030439.160925626754761,0.00737,0.00055,0.00119,0.00159,0.00047,0.00141,0.01259
1700030439.227232694625854,0.00568,0.00040,0.00076,0.00101,0.00000,0.00185,0.00971
1700030439.293535470962524,0.01008,0.00044,0.00229,0.00028,0.00071,0.00091,0.01471
1700030439.359833478927612,0.00951,0.00022,0.00059,0.00047,0.00015,0.00150,0.01243
1700030439.426126003265381,0.00317,0.00022,0.00058,0.00046,0.00008,0.00156,0.00607
1700030439.492452144622803,0.00716,0.00029,0.00053,0.00055,0.00239,0.00172,0.01264
1700030439.558807611465454,0.00392,0.00027,0.00038,0.00078,0.00134,0.00266,0.00935
1700030439.625158786773682,0.00745,0.00034,0.00118,0.00138,0.00030,0.00195,0.01259
1700030439.691504955291748,0.00340,0.00021,0.00024,0.00055,0.00018,0.00146,0.00603
1700030439.757846593856812,0.00641,0.00040,0.00181,0.00096,0.00157,0.00139,0.01253
1700030439.824182748794556,0.00495,0.00026,0.00050,0.00059,0.00115,0.00184,0.00929
1700030439.890515565872192,0.00881,0.00026,0.00167,0.00057,0.00059,0.00170,0.01361
1700030439.956843614578247,0.00777,0.00031,0.00061,0.00075,0.00030,0.00222,0.01196
1700030440.023166894912720,0.00763,0.00029,0.00044,0.00051,0.00000,0.00179,0.01067
1700030440.089485645294189,0.00701,0.00029,0.00028,0.00053,0.00078,0.00213,0.01102
1700030440.155799865722656,0.00782,0.00037,0.00050,0.00055,0.00017,0.00131,0.01072
1700030440.222109317779541,0.00541,0.00028,0.00107,0.00039,0.00103,0.00218,0.01035
1700030440.288413286209106,0.00794,0.00050,0.00044,0.00062,0.00051,0.00194,0.01195
1700030440.354713916778564,0.00381,0.00022,0.00056,0.00026,0.00157,0.00173,0.00815
1700030440.421009540557861,0.00662,0.00032,0.00184,0.00033,0.00045,0.00244,0.01201
1700030440.487337589263916,0.00961,0.00022,0.00118,0.00024,0.00041,0.00169,0.01336
1700030440.553694725036621,0.00692,0.00028,0.00073,0.00027,0.00242,0.00211,0.01272
1700030440.620047330856323,0.00590,0.00033,0.00118,0.00042,0.00008,0.00178,0.00969
1700030440.686394929885864,0.00587,0.00041,0.00193,0.00018,0.00123,0.00254,0.01217
1700030440.752737283706665,0.00839,0.00025,0.00198,0.00016,0.00039,0.00164,0.01280
1700030440.819075822830200,0.00387,0.00022,0.00019,0.00012,0.00004,0.00172,0.00616
1700030440.885409832000732,0.00879,0.00038,0.00176,0.00009,0.00103,0.00168,0.01372
1700030440.951739311218262,0.00453,0.00023,0.00142,0.00013,0.00013,0.00174,0.00818
1700030441.018064022064209,0.00926,0.00020,0.00152,0.00012,0.00019,0.00148,0.01279
1700030441.084383964538574,0.00783,0.00028,0.00025,0.00017,0.00033,0.00204,0.01089
1700030441.150698423385620,0.00653,0.00028,0.00067,0.00016,0.00208,0.00210,0.01183
1700030441.217009305953979,0.00607,0.00027,0.00067,0.00027,0.00024,0.00206,0.00957
1700030441.283315420150757,0.00988,0.00042,0.00073,0.00042,0.00145,0.00150,0.01439
1700030441.349617004394531,0.00733,0.00029,0.00106,0.00024,0.00039,0.00186,0.01117
1700030441.415913820266724,0.00819,0.00037,0.00039,0.00030,0.00009,0.00316,0.01250
1700030441.482451438903809,0.00659,0.00037,0.00041,0.00020,0.00101,0.00178,0.01036
1700030441.549235582351685,0.00611,0.00027,0.00044,0.00012,0.00202,0.00208,0.01103
1700030441.616025209426880,0.00886,0.00054,0.00162,0.00016,0.00102,0.00156,0.01376
1700030441.682821750640869,0.00877,0.00024,0.00030,0.00025,0.00395,0.00179,0.01530
1700030441.749624729156494,0.00452,0.00029,0.00160,0.00062,0.00010,0.00205,0.00920
1700030441.816434144973755,0.00584,0.00038,0.00045,0.00085,0.00069,0.00286,0.01107
1700030441.883249759674072,0.00915,0.00035,0.00089,0.00072,0.00040,0.00242,0.01392
1700030441.950071811676025,0.00733,0.00031,0.00091,0.00049,0.00019,0.00182,0.01105
1700030442.016899824142456,0.00442,0.00030,0.00056,0.00032,0.00387,0.00164,0.01110
1700030442.083733558654785,0.01007,0.00024,0.00077,0.00024,0.00045,0.00184,0.01361
1700030442.150574445724487,0.00404,0.00015,0.00090,0.00008,0.00016,0.00102,0.00634
1700030442.217421531677246,0.00809,0.00024,0.00055,0.00015,0.00005,0.00170,0.01078
1700030442.284275054931641,0.00779,0.00027,0.00017,0.00013,0.00085,0.00153,0.01074
1700030442.351134777069092,0.00525,0.00044,0.00116,0.00026,0.00071,0.00182,0.00963
1700030442.418000936508179,0.00641,0.00030,0.00075,0.00022,0.00082,0.00229,0.01080
1700030442.484653711318970,0.00685,0.00031,0.00046,0.00022,0.00138,0.00170,0.01091
1700030442.551090717315674,0.00546,0.00029,0.00028,0.00031,0.00011,0.00228,0.00874
1700030442.617524623870850,0.00627,0.00027,0.00038,0.00026,0.00067,0.00212,0.00997
1700030442.683954715728760,0.00640,0.00043,0.00061,0.00045,0.00028,0.00181,0.00997
1700030442.750381946563721,0.00760,0.00029,0.00280,0.00017,0.00012,0.00142,0.01240
1700030442.816805362701416,0.00942,0.00021,0.00119,0.00017,0.00226,0.00150,0.01475
1700030442.883225917816162,0.00673,0.00033,0.00051,0.00051,0.00226,0.00137,0.01172
1700030442.949641942977905,0.00648,0.00029,0.00022,0.00046,0.00088,0.00213,0.01046
1700030443.016055345535278,0.00737,0.00028,0.00019,0.00010,0.00020,0.00218,0.01031
1700030443.082465648651123,0.00420,0.00027,0.00047,0.00039,0.00140,0.00206,0.00878
1700030443.148872613906860,0.00728,0.00029,0.00075,0.00036,0.00029,0.00195,0.01092
1700030443.215276241302490,0.00521,0.00040,0.00061,0.00031,0.00008,0.00255,0.00917
1700030443.281676292419434,0.00699,0.00037,0.00116,0.00028,0.00074,0.00280,0.01234
1700030443.348073005676270,0.00798,0.00023,0.00241,0.00014,0.00009,0.00146,0.01231
1700030443.414465665817261,0.00572,0.00029,0.00135,0.00027,0.00072,0.00323,0.01157
1700030443.480881690979004,0.00684,0.00036,0.00049,0.00024,0.00046,0.00278,0.01117
1700030443.547318458557129,0.00713,0.00028,0.00038,0.00016,0.00017,0.00211,0.01024
1700030443.613751411437988,0.00600,0.00032,0.00071,0.00004,0.00037,0.00181,0.00925
1700030443.680181503295898,0.00493,0.00034,0.00119,0.00000,0.00085,0.00257,0.00989
1700030443.746608018875122,0.00554,0.00038,0.00002,0.00000,0.00060,0.00205,0.00859
1700030443.813030004501343,0.00551,0.00031,0.00045,0.00000,0.00018,0.00246,0.00892
1700030443.879449367523193,0.00618,0.00059,0.00169,0.00000,0.00300,0.00158,0.01304
1700030443.945865631103516,0.00651,0.00029,0.00217,0.00013,0.00029,0.00213,0.01151
1700030444.012278556823730,0.00991,0.00042,0.00082,0.00018,0.00000,0.00240,0.01374
1700030444.078687906265259,0.00734,0.00023,0.00076,0.00010,0.00074,0.00179,0.01096
1700030444.145093679428101,0.00814,0.00040,0.00193,0.00015,0.00014,0.00187,0.01263
1700030444.211496353149414,0.00724,0.00058,0.00079,0.00024,0.00335,0.00214,0.01434
1700030444.277894496917725,0.00769,0.00036,0.00176,0.00010,0.00046,0.00269,0.01307
1700030444.344290256500244,0.00751,0.00029,0.00101,0.00011,0.00018,0.00207,0.01117
1700030444.410682439804077,0.00483,0.00027,0.00105,0.00002,0.00015,0.00210,0.00842
1700030444.477179050445557,0.00610,0.00031,0.00085,0.00009,0.00139,0.00227,0.01102
1700030444.543781280517578,0.00608,0.00029,0.00155,0.00011,0.00025,0.00178,0.01006
1700030444.610384225845337,0.01009,0.00021,0.00036,0.00009,0.00012,0.00165,0.01253
1700030444.676988363265991,0.00477,0.00028,0.00015,0.00010,0.00185,0.00196,0.00912
1700030444.743592023849487,0.00569,0.00057,0.00083,0.00009,0.00257,0.00200,0.01176
1700030444.810197830200195,0.00703,0.00036,0.00033,0.00024,0.00000,0.00357,0.01153
1700030444.876804113388062,0.00715,0.00051,0.00293,0.00036,0.00088,0.00136,0.01317
1700030444.943411350250244,0.00585,0.00014,0.00022,0.00009,0.00012,0.00117,0.00760
1700030445.010019540786743,0.00241,0.00014,0.00040,0.00009,0.00063,0.00103,0.00470
1700030445.076628446578979,0.00696,0.00021,0.00179,0.00005,0.00047,0.00155,0.01103
1700030445.143237113952637,0.00903,0.00024,0.00068,0.00015,0.00021,0.00252,0.01283
1700030445.209847688674927,0.00473,0.00026,0.00030,0.00006,0.00015,0.00150,0.00699
1700030445.276458978652954,0.00696,0.00034,0.00021,0.00010,0.00031,0.00198,0.00989
1700030445.343070983886719,0.00754,0.00028,0.00020,0.00002,0.00249,0.00208,0.01261
1700030445.409684181213379,0.00932,0.00019,0.00017,0.00000,0.00012,0.00169,0.01150
1700030445.476271390914917,0.00784,0.00042,0.00043,0.00013,0.00154,0.00276,0.01311
1700030445.543167591094971,0.00683,0.00029,0.00066,0.00009,0.00076,0.00231,0.01094
1700030445.610401630401611,0.01001,0.00022,0.00031,0.00005,0.00000,0.00160,0.01218
1700030445.677643775939941,0.00607,0.00022,0.00130,0.00006,0.00065,0.00168,0.00997
1700030445.744892358779907,0.00898,0.00031,0.00012,0.00009,0.00058,0.00144,0.01151
1700030445.812147617340088,0.00548,0.00032,0.00031,0.00009,0.00013,0.00247,0.00881
1700030445.879410028457642,0.00937,0.00024,0.00025,0.00002,0.00070,0.00172,0.01230
1700030445.946678638458252,0.00549,0.00029,0.00036,0.00008,0.00020,0.00201,0.00843
1700030446.013954401016235,0.00584,0.00030,0.00076,0.00004,0.00429,0.00297,0.01420
1700030446.081235647201538,0.00691,0.00026,0.00039,0.00011,0.00027,0.00193,0.00987
1700030446.148524761199951,0.00426,0.00028,0.00068,0.00027,0.00103,0.00301,0.00953
1700030446.215820312500000,0.00645,0.00048,0.00047,0.00028,0.00134,0.00198,0.01100
1700030446.283122777938843,0.00739,0.00035,0.00333,0.00009,0.00112,0.00243,0.01472
1700030446.350431919097900,0.00930,0.00024,0.00088,0.00006,0.00184,0.00162,0.01394
1700030446.417747735977173,0.00599,0.00038,0.00030,0.00022,0.00031,0.00291,0.01011
1700030446.485069274902344,0.00592,0.00028,0.00019,0.00015,0.00065,0.00205,0.00924
1700030446.551927804946899,0.00815,0.00022,0.00024,0.00009,0.00033,0.00184,0.01087
1700030446.618320703506470,0.00910,0.00022,0.00182,0.00005,0.00137,0.00124,0.01381
1700030446.684709548950195,0.00752,0.00041,0.00102,0.00010,0.00057,0.00257,0.01219
1700030446.751094102859497,0.00605,0.00032,0.00082,0.00009,0.00012,0.00250,0.00990
1700030446.817474126815796,0.00493,0.00036,0.00101,0.00008,0.00108,0.00263,0.01009
1700030446.883849859237671,0.00819,0.00038,0.00327,0.00015,0.00019,0.00110,0.01327
1700030446.950220346450806,0.00712,0.00028,0.00004,0.00009,0.00046,0.00214,0.01014
1700030447.016587972640991,0.00353,0.00021,0.00067,0.00005,0.00005,0.00160,0.00610
1700030447.082950830459595,0.00560,0.00030,0.00170,0.00000,0.00259,0.00170,0.01190
1700030447.149309873580933,0.00768,0.00026,0.00034,0.00000,0.00033,0.00211,0.01072
1700030447.215664386749268,0.00512,0.00026,0.00065,0.00000,0.00021,0.00206,0.00831
1700030447.282014608383179,0.00757,0.00029,0.00096,0.00000,0.00048,0.00237,0.01167
1700030447.348360538482666,0.00842,0.00024,0.00091,0.00000,0.00014,0.00183,0.01155
1700030447.414701223373413,0.00769,0.00050,0.00119,0.00000,0.00119,0.00147,0.01204
1700030447.481038570404053,0.00905,0.00028,0.00075,0.00000,0.00044,0.00240,0.01293
1700030447.547405242919922,0.00563,0.00026,0.00042,0.00000,0.00009,0.00219,0.00859
1700030447.613799095153809,0.00526,0.00035,0.00182,0.00000,0.00013,0.00258,0.01013
1700030447.680188417434692,0.00527,0.00049,0.00159,0.00000,0.00251,0.00168,0.01154
1700030447.746573448181152,0.00611,0.00037,0.00082,0.00010,0.00046,0.00284,0.01070
1700030447.812953233718872,0.00418,0.00020,0.00120,0.00000,0.00005,0.00160,0.00723
1700030447.879329681396484,0.00932,0.00020,0.00069,0.00000,0.00061,0.00158,0.01240
1700030447.945701599121094,0.00601,0.00033,0.00075,0.00000,0.00110,0.00255,0.01076
1700030448.012069463729858,0.00634,0.00029,0.00168,0.00003,0.00199,0.00141,0.01174
1700030448.078432798385620,0.00343,0.00016,0.00080,0.00000,0.00021,0.00121,0.00581
1700030448.144792318344116,0.00461,0.00019,0.00019,0.00000,0.00007,0.00160,0.00666
1700030448.211147069931030,0.00328,0.00018,0.00032,0.00000,0.00170,0.00150,0.00699
1700030448.277496576309204,0.00633,0.00044,0.00074,0.00011,0.00062,0.00234,0.01058
1700030448.343842983245850,0.00403,0.00025,0.00018,0.00002,0.00008,0.00249,0.00706
1700030448.410184860229492,0.00466,0.00016,0.00044,0.00004,0.00013,0.00132,0.00675
1700030448.476522684097290,0.00250,0.00013,0.00014,0.00003,0.00006,0.00109,0.00397
1700030448.543102502822876,0.00237,0.00013,0.00015,0.00001,0.00015,0.00106,0.00386
1700030448.609930992126465,0.00348,0.00023,0.00072,0.00000,0.00020,0.00132,0.00595
1700030448.676765918731689,0.00229,0.00013,0.00080,0.00000,0.00038,0.00106,0.00466
1700030448.743607044219971,0.00329,0.00014,0.00022,0.00000,0.00020,0.00105,0.00490
1700030448.810455799102783,0.00242,0.00013,0.00016,0.00000,0.00047,0.00106,0.00423
1700030448.877311229705811,0.00240,0.00013,0.00024,0.00000,0.00051,0.00126,0.00454
1700030448.944173812866211,0.00217,0.00013,0.00012,0.00000,0.00005,0.00110,0.00357
1700030449.011043310165405,0.00232,0.00013,0.00023,0.00000,0.00064,0.00106,0.00437
1700030449.077919244766235,0.00273,0.00013,0.00033,0.00000,0.00019,0.00108,0.00446
1700030449.144801139831543,0.00222,0.00014,0.00020,0.00000,0.00034,0.00109,0.00399
1700030449.211690902709961,0.00373,0.00013,0.00059,0.00000,0.00005,0.00112,0.00563
1700030449.278587341308594,0.00302,0.00014,0.00095,0.00000,0.00007,0.00104,0.00522
1700030449.345490694046021,0.00297,0.00015,0.00004,0.00000,0.00019,0.00106,0.00441
1700030449.412400960922241,0.00242,0.00013,0.00016,0.00000,0.00003,0.00106,0.00380
1700030449.479317903518677,0.00483,0.00031,0.00100,0.00000,0.00431,0.00175,0.01221
1700030449.546117544174194,0.00807,0.00027,0.00027,0.00004,0.00043,0.00223,0.01131
1700030449.612798213958740,0.00756,0.00038,0.00061,0.00012,0.00118,0.00238,0.01224
1700030449.679482221603394,0.00717,0.00029,0.00004,0.00010,0.00046,0.00240,0.01045
1700030449.746168375015259,0.00616,0.00033,0.00002,0.00011,0.00013,0.00262,0.00938
1700030449.812857389450073,0.00654,0.00037,0.00132,0.00000,0.00165,0.00201,0.01189
1700030449.879548549652100,0.00970,0.00055,0.00047,0.00000,0.00073,0.00211,0.01357
1700030449.946242094039917,0.00601,0.00026,0.00066,0.00000,0.00027,0.00206,0.00926
1700030450.012938261032104,0.00711,0.00029,0.00052,0.00000,0.00010,0.00239,0.01042
1700030450.079635381698608,0.00444,0.00026,0.00018,0.00000,0.00181,0.00210,0.00881
1700030450.146336078643799,0.00688,0.00029,0.00095,0.00003,0.00036,0.00226,0.01077
1700030450.213039398193359,0.00694,0.00027,0.00015,0.00000,0.00006,0.00220,0.00962
1700030450.279744625091553,0.00645,0.00034,0.00110,0.00000,0.00136,0.00170,0.01095
1700030450.346452713012695,0.00677,0.00048,0.00088,0.00000,0.00071,0.00231,0.01116
1700030450.413162946701050,0.00751,0.00028,0.00082,0.00000,0.00062,0.00211,0.01134
1700030450.479874372482300,0.00992,0.00042,0.00017,0.00000,0.00059,0.00245,0.01354
1700030450.546539306640625,0.00748,0.00038,0.00093,0.00000,0.00000,0.00284,0.01162
1700030450.613156080245972,0.00622,0.00030,0.00032,0.00000,0.00270,0.00220,0.01174
1700030450.680227279663086,0.00744,0.00026,0.00032,0.00004,0.00026,0.00220,0.01053
1700030450.747303247451782,0.00659,0.00025,0.00061,0.00002,0.00023,0.00196,0.00966
